id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1321138420891242497,1321138420891242497,2020-10-27 18:15:19 CET,2020-10-27,18:15:19,+0100,1034167484172128256,lisarobertscar1,Author Lisa Roberts,,Top defense atty J.D. Falcon is asked to defend the governor's son accused of an elementary school shooting. No problem for a guy who earns a living defending guilty clients. Unless your sister-in-law is the school's principal. #DVPit #CON #F #BVM #BLM,en,[],[],[],0,0,0,"['dvpit', 'con', 'f', 'bvm', 'blm']",[],https://twitter.com/LisaRobertsCar1/status/1321138420891242497,False,,0,,,,,,,,[],,,,
1321138415841300484,1321138415841300484,2020-10-27 18:15:18 CET,2020-10-27,18:15:18,+0100,1308226566271447040,popatx1,POPATX,,"POP is at many local voting locations during early voting collecting signatures! Early voting ends on October 30th so be sure to make your plan to vote!! https://t.co/9JmbPgQYeR #Repeal143 
#blacklivesmatter #atx #protest #blm #Austin #texas #activism #ally #vote https://t.co/nXF17vnL8F",en,[],['http://Policeoversightproject.com'],['https://pbs.twimg.com/media/ElWgXNeW0AIoDnV.jpg'],0,0,0,"['repeal143', 'blacklivesmatter', 'atx', 'protest', 'blm', 'austin', 'texas', 'activism', 'ally', 'vote']",[],https://twitter.com/POPATX1/status/1321138415841300484,False,,1,https://pbs.twimg.com/media/ElWgXNeW0AIoDnV.jpg,,,,,,,[],,,,
1321138395008086020,1321138395008086020,2020-10-27 18:15:13 CET,2020-10-27,18:15:13,+0100,1276413321797918721,communistde,De Communist,,"De #propaganda machine van #NPO draait: volgens #EenVandaag stijgt de #VVD verder in de zetels.
#RTLNieuws #NOSjournaal #OP1 #Nieuwsuur #rtlboulevard #Jinek #vooravond
#PVV #GroenLinks
#KickOutZwartePiet #BLM #KOZP
#Belastinggeld
#persconferentie #RIVM
#nietmijnregering",nl,[],[],[],0,0,0,"['propaganda', 'npo', 'eenvandaag', 'vvd', 'rtlnieuws', 'nosjournaal', 'op1', 'nieuwsuur', 'rtlboulevard', 'jinek', 'vooravond', 'pvv', 'groenlinks', 'kickoutzwartepiet', 'blm', 'kozp', 'belastinggeld', 'persconferentie', 'rivm', 'nietmijnregering']",[],https://twitter.com/CommunistDe/status/1321138395008086020,False,,0,,,,,,,,[],,,,
1321138385445130240,1321138385445130240,2020-10-27 18:15:11 CET,2020-10-27,18:15:11,+0100,516041277,auburnamazon,Sarah Senff,,"After a night of anger and fear, some dark humor: Where will you end up in #Gilead now that #ACB has been confirmed? 

#handmaidstale #SCOTUS #reproductiverights #LGBTQ #presidentialelection #BLM #votehimout https://t.co/9givNJhIzi",en,[],[],[],0,0,0,"['gilead', 'acb', 'handmaidstale', 'scotus', 'reproductiverights', 'lgbtq', 'presidentialelection', 'blm', 'votehimout']",[],https://twitter.com/AuburnAmazon/status/1321138385445130240,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1321138288120549376/pu/img/Q2DMRAYu1XJz96ny.jpg,,,,,,,[],,,,
1321138325412106240,1321138325412106240,2020-10-27 18:14:56 CET,2020-10-27,18:14:56,+0100,15383043,trealmagazine,treal magazine,"{'type': 'Point', 'coordinates': [43.066541, -83.716785]}",#theleastracist #mlk #blm #trealmagazine @ Northside Of Flint https://t.co/V3ir9qwsWy,en,[],['https://www.instagram.com/p/CG2uAquJlO4/?igshid=ifj5zt6m7b2g'],[],0,0,0,"['theleastracist', 'mlk', 'blm', 'trealmagazine']",[],https://twitter.com/trealmagazine/status/1321138325412106240,False,,0,,,,,,,,[],,,,
1321138248035540992,1321138248035540992,2020-10-27 18:14:38 CET,2020-10-27,18:14:38,+0100,1319843157153021952,lippblm,Long Island Peaceful Protest,,"Some more photos from Commack last week. 

#blacklivesmatter #blacklivesmatterlongisland #blm #protest #lipp #lipeacefulprotest #longislandpeacefulprotest #commack https://t.co/xlOVWvv32v",en,[],[],"['https://pbs.twimg.com/media/ElWgLlxWoAANvU-.jpg', 'https://pbs.twimg.com/media/ElWgMu8XYAElu6K.jpg', 'https://pbs.twimg.com/media/ElWgOALXgAAb0Wi.jpg', 'https://pbs.twimg.com/media/ElWgO_yXUAAi_Kq.jpg']",0,0,0,"['blacklivesmatter', 'blacklivesmatterlongisland', 'blm', 'protest', 'lipp', 'lipeacefulprotest', 'longislandpeacefulprotest', 'commack']",[],https://twitter.com/LIPPblm/status/1321138248035540992,False,,1,https://pbs.twimg.com/media/ElWgLlxWoAANvU-.jpg,,,,,,,[],,,,
1321138189411766273,1321135843499667456,2020-10-27 18:14:24 CET,2020-10-27,18:14:24,+0100,1254756367073792000,iamnotmack_,GO:OD AM,,"@ItsFakeNewsDuh @TMZ ain’t nobody tell them to become cops , they can change their job we can’t change our color #BLM",en,[],[],[],1,0,1,['blm'],[],https://twitter.com/iAmnotmack_/status/1321138189411766273,False,,0,,,,,,,,"[{'screen_name': 'ItsFakeNewsDuh', 'name': '*endless eyeroll because people trust fake news*', 'id': '1231915602'}, {'screen_name': 'TMZ', 'name': 'TMZ', 'id': '16331010'}]",,,,
1321138166800154624,1321138166800154624,2020-10-27 18:14:19 CET,2020-10-27,18:14:19,+0100,26350721,laurenrochefort,Laurence,,#GMA is Bias &amp;Racist. it's too bad.Their comments should be neutral. I am a minority. I am an expert knowing who is racist. I came to America not knowing how to speak english. And #BLM IS a Black Terrorist Group. Nuff said. #Democrats use violence. #PrayforAmerica #VoteTrump2020,en,[],[],[],0,0,0,"['gma', 'blm', 'democrats', 'prayforamerica', 'votetrump2020']",[],https://twitter.com/LaurenRochefort/status/1321138166800154624,False,,0,,,,,,,,[],,,,
1321138036915093504,1321137918883196930,2020-10-27 18:13:48 CET,2020-10-27,18:13:48,+0100,1285598753861378048,memphissurj,SURJ Memphis,,"The last virtual training is THIS THURSDAY 10/29!!
Can’t make it? If you sign up you will get a recording of the training. Try signing up with a friend, the more the better!

https://t.co/nBtQtJWB8Q

#voting #protectourvotes #SURJ #2020Election #BLM #SafeSupport #TheFrontline",en,[],['https://bit.ly/SURJ-DEFEND'],[],0,0,0,"['voting', 'protectourvotes', 'surj', '2020election', 'blm', 'safesupport', 'thefrontline']",[],https://twitter.com/MemphisSurj/status/1321138036915093504,False,,0,,,,,,,,[],,,,
1321138000038866947,1321134608214224898,2020-10-27 18:13:39 CET,2020-10-27,18:13:39,+0100,340890315,west_usa,Jan P. Trumpist (ɹǝʇʇıq puɐ ʇǝǝʍs),,"@RealJamesWoods #BabiesLivesMatter 

Extend that #BLM to the more humane #BLM - #BabiesLivesMatter.
Just like Poles.
They defend life, not hooligans and vandals!
. https://t.co/o2ew4A1Z5h",en,[],[],['https://pbs.twimg.com/media/ElWf80uXEAA6WCC.png'],0,0,0,"['babieslivesmatter', 'blm', 'blm', 'babieslivesmatter']",[],https://twitter.com/West_USA/status/1321138000038866947,False,,1,https://pbs.twimg.com/media/ElWf80uXEAA6WCC.png,,,,,,,"[{'screen_name': 'RealJamesWoods', 'name': 'James Woods', 'id': '78523300'}]",,,,
1321137998893780992,1321137998893780992,2020-10-27 18:13:39 CET,2020-10-27,18:13:39,+0100,1300136716213207041,valueforyou2,Value For You,,"QUESTION OF HUMANITY:
BLACK RACE = ALL RACE:
Do check our LinkedIn page regarding black race issue:👇
https://t.co/0Q5cX0eAh4
#BlackLivesMatter #BLMprotest #BLM #equality #USA #BlackLivesMetter #EqualityForAll #lifestyle #BLMprotest #kids #BLMatchday #race https://t.co/UxHB94mn3l",en,[],['https://www.linkedin.com/in/value-for-you-1010521b3'],['https://pbs.twimg.com/media/ElWf_X_UYAAl50V.jpg'],0,0,0,"['blacklivesmatter', 'blmprotest', 'blm', 'equality', 'usa', 'blacklivesmetter', 'equalityforall', 'lifestyle', 'blmprotest', 'kids', 'blmatchday', 'race']",[],https://twitter.com/Valueforyou2/status/1321137998893780992,False,,1,https://pbs.twimg.com/media/ElWf_X_UYAAl50V.jpg,,,,,,,[],,,,
1321137992237490178,1321137992237490178,2020-10-27 18:13:37 CET,2020-10-27,18:13:37,+0100,1161128534125023232,wanderlust_sope,Renᴮᴱwilin,,"Tw// Shooting
Both brandishing weapons at police, no matter the difference in them, both had objects that put police in defense mode. One died, the other lived. 
What's the difference? 

#WalterWallaceJr #BLM https://t.co/FwgTG5jmir",en,[],[],[],0,0,0,"['walterwallacejr', 'blm']",[],https://twitter.com/Wanderlust_Sope/status/1321137992237490178,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1321137933894721544/pu/img/vbQnlAB4M-jklMy3.jpg,,,,,,,[],,,,
1321137959924449281,1321137959924449281,2020-10-27 18:13:29 CET,2020-10-27,18:13:29,+0100,51995004,seese66,Kitty 🕷🖤,,WE STILL DEMAND CHANGE. #BLM,en,[],[],[],0,0,1,['blm'],[],https://twitter.com/Seese66/status/1321137959924449281,False,,0,,,,,,,,[],,,,
1321137903939014657,1321137903939014657,2020-10-27 18:13:16 CET,2020-10-27,18:13:16,+0100,74450189,experiencescan,Experiences Canada,,"Harry Julmice et Anna Chevalier nous expliquent qu'une des principes derrière Never Was Average, c’est de comprendre notre identité et vraiment de reprendre le contrôle de qui tu es!
#conversationsantiracisme #experiencescanada #LVDNC #blm #laviedesnoirscompte",fr,[],[],[],0,1,0,"['conversationsantiracisme', 'experiencescanada', 'lvdnc', 'blm', 'laviedesnoirscompte']",[],https://twitter.com/ExperiencesCAN/status/1321137903939014657,False,,0,,,,,,,,[],,,,
1321137900076126211,1321137900076126211,2020-10-27 18:13:15 CET,2020-10-27,18:13:15,+0100,1224720366574149633,3xplicitconten,Jonathan Henwood,,Police are outnumbered by hundreds on BLM protesters #BLM #phillyprotests #philadelphiapolice https://t.co/wkIQ1vGusl,en,[],[],[],0,0,0,"['blm', 'phillyprotests', 'philadelphiapolice']",[],https://twitter.com/3xplicitconten/status/1321137900076126211,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1321137872066486272/pu/img/k-Vcmxe3mTBzm7pk.jpg,,,,,,,[],,,,
1321137894329901056,1321137894329901056,2020-10-27 18:13:14 CET,2020-10-27,18:13:14,+0100,1713942932,sunshineonetwo,Psaratt,,"One week left to save our Country, restore it’s dignity &amp; fight for our human rights! PLEASE VOTE. 

#VoteLikeYourLifeDependsOnIt #voteforJoeBiden #JoeBiden #KamalaHarris #Biden2020 #WHO #Endangered #ClimateChange #GlobalWarming #BLM #LGBTQ #Tuesday #GetYourVoteOn #VoteBlue #One",en,[],[],[],0,0,1,"['votelikeyourlifedependsonit', 'voteforjoebiden', 'joebiden', 'kamalaharris', 'biden2020', 'who', 'endangered', 'climatechange', 'globalwarming', 'blm', 'lgbtq', 'tuesday', 'getyourvoteon', 'voteblue', 'one']",[],https://twitter.com/Sunshineonetwo/status/1321137894329901056,False,https://twitter.com/MichaelCohen212/status/1321048990134210561,0,,,,,,,,[],,,,
1321137861299765249,1321137861299765249,2020-10-27 18:13:06 CET,2020-10-27,18:13:06,+0100,1319843157153021952,lippblm,Long Island Peaceful Protest,,"Some photos from Commack last week. 

#blacklivesmatter #blacklivesmatterlongisland #blm #protest #lipp #lipeacefulprotest #longislandpeacefulprotest #commack https://t.co/kzl9iYyFKi",en,[],[],"['https://pbs.twimg.com/media/ElWf2XsWkAAyhSw.jpg', 'https://pbs.twimg.com/media/ElWf20qWMAAv48q.jpg', 'https://pbs.twimg.com/media/ElWf3zNWMAQoGTw.jpg', 'https://pbs.twimg.com/media/ElWf4fEWkAIa1vo.jpg']",0,0,0,"['blacklivesmatter', 'blacklivesmatterlongisland', 'blm', 'protest', 'lipp', 'lipeacefulprotest', 'longislandpeacefulprotest', 'commack']",[],https://twitter.com/LIPPblm/status/1321137861299765249,False,,1,https://pbs.twimg.com/media/ElWf2XsWkAAyhSw.jpg,,,,,,,[],,,,
1321137754059788288,1321137470172471296,2020-10-27 18:12:40 CET,2020-10-27,18:12:40,+0100,1275821262305140745,cfcalbin,WAlbin 🇸🇪,,"@fiybvb I- 
You go girl
#BLM #ACAB",en,[],[],[],1,0,3,"['blm', 'acab']",[],https://twitter.com/CFCAlbin/status/1321137754059788288,False,,0,,,,,,,,"[{'screen_name': 'fiybvb', 'name': 'Math©️♿️', 'id': '1126066050397888512'}]",,,,
1321137723026083842,1321137723026083842,2020-10-27 18:12:33 CET,2020-10-27,18:12:33,+0100,1244755160,iamchrisglenn,Christopher,,"Quick Stream, NO CAM, Gameplay | Join me #BLM https://t.co/goPZjPwQ4B",en,[],['https://twitch.tv/str8_grim'],[],0,0,0,['blm'],[],https://twitter.com/iamchrisglenn/status/1321137723026083842,False,,0,,,,,,,,[],,,,
1321137713114918913,1321137288013877249,2020-10-27 18:12:31 CET,2020-10-27,18:12:31,+0100,1321125350261313536,demetryei,Demetrye Isoldi,,#Patriots #blm #BlackLivesMatter #Trauma #traumahealing #WhitePrivilege #blackprivilege,und,[],[],[],0,0,0,"['patriots', 'blm', 'blacklivesmatter', 'trauma', 'traumahealing', 'whiteprivilege', 'blackprivilege']",[],https://twitter.com/DemetryeI/status/1321137713114918913,False,,0,,,,,,,,[],,,,
1321137634589184001,1321137634589184001,2020-10-27 18:12:12 CET,2020-10-27,18:12:12,+0100,1178767280781611009,borisdickie,Snoopy'sPal,,"#BLM
#JoeBiden",und,[],[],[],0,0,0,"['blm', 'joebiden']",[],https://twitter.com/BorisDickie/status/1321137634589184001,False,https://twitter.com/RealJamesWoods/status/1321134608214224898,0,,,,,,,,[],,,,
1321137587382267910,1321137587382267910,2020-10-27 18:12:01 CET,2020-10-27,18:12:01,+0100,981190621464616960,d8an3rd816,Yantézia,,"Power will always remain with we the people. We’re only gonna save ourselves...So, forget Amy. Whatchu gonna do where you are with what you have? (2/2) #SCOTUSConfirmation #BLM #DefundThePolice",en,[],[],[],0,0,0,"['scotusconfirmation', 'blm', 'defundthepolice']",[],https://twitter.com/D8aN3rd816/status/1321137587382267910,False,,0,,,,,,,,[],,,,
1321137573939564548,1321061652209565699,2020-10-27 18:11:57 CET,2020-10-27,18:11:57,+0100,21310392,whodat217,Tegan,,@RepEvil @Switt62 @JackPosobiec 😆😆😆😆😆😆😆😆😆 #Trump2020 We are all AT WORK while #Antifa and #BLM Destroy shit.,en,[],[],[],0,0,0,"['trump2020', 'antifa', 'blm']",[],https://twitter.com/WhoDat217/status/1321137573939564548,False,,0,,,,,,,,"[{'screen_name': 'RepEvil', 'name': 'RepHaganIsEvil', 'id': '1310953032893558786'}, {'screen_name': 'Switt62', 'name': 'LivingTheDogma', 'id': '850388262'}, {'screen_name': 'JackPosobiec', 'name': 'Jack Posobiec 🇺🇸', 'id': '592730371'}]",,,,
1321137546588508160,1321137546588508160,2020-10-27 18:11:51 CET,2020-10-27,18:11:51,+0100,1249389303496609792,javontaerichmo2,YWC Tae,,How you gone hate on sb that’s tryna have fun🤦🏾‍♂️ but #BLM tho😂✌🏽,en,[],[],[],0,0,1,['blm'],[],https://twitter.com/JavontaeRichmo2/status/1321137546588508160,False,,0,,,,,,,,[],,,,
1321137532508250112,1321137532508250112,2020-10-27 18:11:47 CET,2020-10-27,18:11:47,+0100,142400695,edgarmglez,Edgar Gonzalez,,Statement on #WalterWallaceJr death. #BlackLivesMatter #BLM #Resisters #VoteThemOut #CourtReform,en,[],[],[],0,0,0,"['walterwallacejr', 'blacklivesmatter', 'blm', 'resisters', 'votethemout', 'courtreform']",[],https://twitter.com/edgarmglez/status/1321137532508250112,False,https://twitter.com/kendraforphilly/status/1320915075859963905,0,,,,,,,,[],,,,
1321137517232492544,1321137517232492544,2020-10-27 18:11:44 CET,2020-10-27,18:11:44,+0100,1318673496491225088,fuck_g00gle,Hunter Biden's Crack Pipe,,#BLM coming to rob a @footlocker near you,en,"[{'screen_name': 'footlocker', 'name': 'foot locker', 'id': '22030851'}]",[],[],0,0,0,['blm'],[],https://twitter.com/fuck_g00gle/status/1321137517232492544,False,,0,,,,,,,,[],,,,
1321137423972261889,1321137423972261889,2020-10-27 18:11:22 CET,2020-10-27,18:11:22,+0100,1713942932,sunshineonetwo,Psaratt,,"One week left to save our Country, restore it’s dignity &amp; fight for our human rights! Please Vote!

#VoteLikeYourLifeDependsOnIt #voteforJoeBiden #JoeBiden #KamalaHarris #Biden2020 #Endangered #ClimateChange #GlobalWarming #BLM #LGBTQ #Tuesday #GetYourVoteOn #VoteBlue #VOTE #One",en,[],[],[],0,1,1,"['votelikeyourlifedependsonit', 'voteforjoebiden', 'joebiden', 'kamalaharris', 'biden2020', 'endangered', 'climatechange', 'globalwarming', 'blm', 'lgbtq', 'tuesday', 'getyourvoteon', 'voteblue', 'vote', 'one']",[],https://twitter.com/Sunshineonetwo/status/1321137423972261889,False,https://twitter.com/JoeBiden/status/1320936509038624769,0,,,,,,,,[],,,,
1321137343357722630,1321137343357722630,2020-10-27 18:11:02 CET,2020-10-27,18:11:02,+0100,899362203840765957,missqscience,Miss Queeno,,"No justice, no peace. #WalterWallace #BLM ✊🏽✊🏾✊🏿✊🏼✊🏻https://t.co/vBeyQYamxl",en,[],['https://www.npr.org/2020/10/27/928155743/fatal-police-shooting-in-philadelphia-sparks-protests-clashes-overnight'],[],0,0,0,"['walterwallace', 'blm']",[],https://twitter.com/MissQScience/status/1321137343357722630,False,,0,,,,,,,,[],,,,
1321137298818375682,1321137298818375682,2020-10-27 18:10:52 CET,2020-10-27,18:10:52,+0100,2600546179,tigerhawk187,Occam's Dull Razor ³³º¹,,"I’ve seen similar situations involving White people and they’re still alive to talk about it. 🤬🤬🤬

#BLM #BlackLivesMatter",en,[],[],[],0,0,0,"['blm', 'blacklivesmatter']",[],https://twitter.com/tigerhawk187/status/1321137298818375682,False,https://twitter.com/alltranslivesm1/status/1321131386116472834,0,,,,,,,,[],,,,
1321137294548652032,1321137294548652032,2020-10-27 18:10:51 CET,2020-10-27,18:10:51,+0100,227639344,melosparrow,Melo,,"We Gotta do better
So much better
What's going on here in the #UK #Europe &amp; The #USA is unforgivable
There are people destroying #humanities progression
Groups like #BLM &amp; #Antifa are a scourge a stain 
They are vile
They are poison 
They are those who stand with &amp; protect evil..",en,[],[],[],0,0,0,"['uk', 'europe', 'usa', 'humanities', 'blm', 'antifa']",[],https://twitter.com/MeloSparrow/status/1321137294548652032,False,,0,,,,,,,,[],,,,
1321137285476151298,1321137285476151298,2020-10-27 18:10:49 CET,2020-10-27,18:10:49,+0100,1294426061069983744,mrsdt4healing,MrsDigTrac4Freedom,,"Biden
Lies
Matter 
#BLM",en,[],[],[],0,0,0,['blm'],[],https://twitter.com/MrsDT4Healing/status/1321137285476151298,False,,0,,,,,,,,[],,,,
1321137218568814592,1321137218568814592,2020-10-27 18:10:33 CET,2020-10-27,18:10:33,+0100,2516676608,kurt_bball,BURNT Rubber,,"I know it's not the most scientific study, but:

📋- I haven't charged at the police with a knife and I have not been shot. -

There has to be some correlation there.

#riots #Philadelphia #BLM",en,[],[],[],0,0,2,"['riots', 'philadelphia', 'blm']",[],https://twitter.com/KURT_bball/status/1321137218568814592,False,,0,,,,,,,,[],,,,
1321137169088458753,1321131043034963971,2020-10-27 18:10:21 CET,2020-10-27,18:10:21,+0100,278177293,russlambeth,Russell Lambeth (he/him) Still have my Obama hat.,,"@AllTransLivesM1 Only when enough Americans will stand up and demand changes in law enforcement, with hopefully the politicians to back them up. I can't stand to see this kind of news every day or three. Why the hell does this keep happening? #VoteBidenHarris2020 #BLM",en,[],[],[],0,0,0,"['votebidenharris2020', 'blm']",[],https://twitter.com/russlambeth/status/1321137169088458753,False,,0,,,,,,,,"[{'screen_name': 'AllTransLivesM1', 'name': 'Trans Lives Matter! *Activist* ""Ada""', 'id': '1281590945318830080'}]",,,,
1321137058921041922,1321137058921041922,2020-10-27 18:09:55 CET,2020-10-27,18:09:55,+0100,25199098,akindofanxious,Kind of Anxious,,"“Slave owners never went away, they just put on badges. -Shaheem Sanchez #blm",en,[],[],[],0,0,0,['blm'],[],https://twitter.com/akindofanxious/status/1321137058921041922,False,,0,,,,,,,,[],,,,
1321137050926542849,1321137050926542849,2020-10-27 18:09:53 CET,2020-10-27,18:09:53,+0100,15399714,kittybradshaw,KittyBradshaw ✈,,"At some point we need to have a conversation on Black Lives Matter: the phrase vs the organization.

The chant came first... the person that coined the phrase went on to create an organization.  People think that everyone that says #BLM is a member of an extremist group.",en,[],[],[],1,0,0,['blm'],[],https://twitter.com/KittyBradshaw/status/1321137050926542849,False,,0,,,,,,,,[],,,,
